dataset,task,fold,mse,r2,accuracy,f1,roc_auc
ionosphere,classification,3,,,0.8142857142857143,0.8686868686868687,0.848888888888889
ionosphere,classification,4,,,0.9,0.9263157894736842,0.9493333333333334
ionosphere,classification,5,,,0.8428571428571429,0.8865979381443299,0.8373333333333334
ionosphere,classification,6,,,0.8309859154929577,0.88,0.9017094017094016
ionosphere,classification,7,,,0.9,0.9278350515463918,0.9271111111111111
ionosphere,classification,8,,,0.8285714285714286,0.8723404255319149,0.8400000000000001
ionosphere,classification,9,,,0.8428571428571429,0.8842105263157894,0.88
ionosphere,classification,10,,,0.8857142857142857,0.9148936170212766,0.9164444444444444
ionosphere,classification,11,,,0.8309859154929577,0.8775510204081632,0.8760683760683761
ionosphere,classification,12,,,0.8428571428571429,0.8842105263157894,0.8186666666666667
ionosphere,classification,13,,,0.9571428571428572,0.967741935483871,0.976
ionosphere,classification,14,,,0.8714285714285714,0.9072164948453608,0.8871111111111112
ionosphere,classification,15,,,0.8428571428571429,0.8865979381443299,0.8035555555555556
ionosphere,classification,16,,,0.9014084507042254,0.9263157894736842,0.9589743589743589
ionosphere,classification,17,,,0.8857142857142857,0.9090909090909091,0.9368888888888889
ionosphere,classification,18,,,0.8571428571428571,0.8888888888888888,0.8551111111111112
ionosphere,classification,19,,,0.8428571428571429,0.8910891089108911,0.8328888888888889
ionosphere,classification,20,,,0.8142857142857143,0.8712871287128713,0.8302222222222222
ionosphere,classification,21,,,0.8591549295774648,0.8979591836734694,0.835042735042735
ionosphere,classification,22,,,0.9285714285714286,0.9438202247191011,0.9768888888888888
ionosphere,classification,23,,,0.8,0.8571428571428571,0.8186666666666667
ionosphere,classification,24,,,0.9,0.9247311827956989,0.9457777777777778
ionosphere,classification,25,,,0.8714285714285714,0.9072164948453608,0.8711111111111112
ionosphere,classification,26,,,0.9295774647887324,0.9473684210526315,0.9675213675213675
ionosphere,classification,27,,,0.7714285714285715,0.8297872340425532,0.7413333333333334
ionosphere,classification,28,,,0.9,0.9247311827956989,0.9742222222222223
ionosphere,classification,29,,,0.9285714285714286,0.9473684210526315,0.9502222222222223
ionosphere,classification,30,,,0.8285714285714286,0.875,0.8568888888888888
ionosphere,classification,31,,,0.8450704225352113,0.8764044943820225,0.9299145299145299
ionosphere,classification,32,,,0.8714285714285714,0.9072164948453608,0.8951111111111111
ionosphere,classification,33,,,0.8571428571428571,0.8936170212765957,0.9119999999999999
ionosphere,classification,34,,,0.9,0.9263157894736842,0.8968888888888888
ionosphere,classification,35,,,0.9,0.9247311827956989,0.8897777777777778
ionosphere,classification,36,,,0.8591549295774648,0.8888888888888888,0.8923076923076924
ionosphere,classification,37,,,0.8857142857142857,0.9166666666666666,0.9111111111111111
ionosphere,classification,38,,,0.8142857142857143,0.8686868686868687,0.8275555555555556
ionosphere,classification,39,,,0.8142857142857143,0.8631578947368421,0.8257777777777778
ionosphere,classification,40,,,0.9,0.9278350515463918,0.888
ionosphere,classification,41,,,0.8028169014084507,0.851063829787234,0.9042735042735043
ionosphere,classification,42,,,0.9,0.9278350515463918,0.8915555555555555
ionosphere,classification,43,,,0.8714285714285714,0.9052631578947369,0.8862222222222221
ionosphere,classification,44,,,0.8285714285714286,0.8666666666666667,0.9111111111111111
ionosphere,classification,45,,,0.9142857142857143,0.9375,0.872
ionosphere,classification,46,,,0.8591549295774648,0.8913043478260869,0.894017094017094
ionosphere,classification,47,,,0.9285714285714286,0.9473684210526315,0.9528888888888889
ionosphere,classification,48,,,0.8571428571428571,0.8936170212765957,0.864
ionosphere,classification,49,,,0.8571428571428571,0.8958333333333334,0.8133333333333334
ionosphere,classification,50,,,0.8285714285714286,0.8823529411764706,0.8933333333333333
sonar,classification,1,,,0.7857142857142857,0.8,0.8272727272727273
sonar,classification,2,,,0.8333333333333334,0.851063829787234,0.908466819221968
sonar,classification,3,,,0.7804878048780488,0.7804878048780488,0.8301435406698565
sonar,classification,4,,,0.8048780487804879,0.8333333333333334,0.9019138755980862
sonar,classification,5,,,0.7804878048780488,0.8085106382978723,0.8301435406698565
sonar,classification,6,,,0.7857142857142857,0.8163265306122449,0.9227272727272727
sonar,classification,7,,,0.8571428571428571,0.8571428571428571,0.8993135011441648
sonar,classification,8,,,0.7560975609756098,0.782608695652174,0.8875598086124402
sonar,classification,9,,,0.6585365853658537,0.631578947368421,0.7822966507177034
sonar,classification,10,,,0.7804878048780488,0.8,0.8516746411483253
sonar,classification,11,,,0.8095238095238095,0.8333333333333334,0.8818181818181818
sonar,classification,12,,,0.7619047619047619,0.7619047619047619,0.8993135011441648
sonar,classification,13,,,0.7804878048780488,0.7804878048780488,0.8349282296650717
sonar,classification,14,,,0.7317073170731707,0.7441860465116279,0.8588516746411484
sonar,classification,15,,,0.8048780487804879,0.8333333333333334,0.8995215311004785
sonar,classification,16,,,0.8809523809523809,0.8780487804878049,0.95
sonar,classification,17,,,0.7142857142857143,0.6842105263157895,0.851258581235698
sonar,classification,18,,,0.7073170731707317,0.75,0.8038277511961722
sonar,classification,19,,,0.7804878048780488,0.8,0.8325358851674641
sonar,classification,20,,,0.7804878048780488,0.8163265306122449,0.8899521531100478
sonar,classification,21,,,0.7380952380952381,0.7755102040816326,0.7772727272727272
sonar,classification,22,,,0.6666666666666666,0.631578947368421,0.7780320366132724
sonar,classification,23,,,0.7073170731707317,0.76,0.9138755980861244
sonar,classification,24,,,0.7804878048780488,0.8,0.8492822966507177
sonar,classification,25,,,0.8048780487804879,0.8095238095238095,0.9043062200956938
sonar,classification,26,,,0.8571428571428571,0.8695652173913043,0.8590909090909091
sonar,classification,27,,,0.7380952380952381,0.7659574468085106,0.7940503432494279
sonar,classification,28,,,0.6829268292682927,0.6976744186046512,0.8349282296650717
sonar,classification,29,,,0.8048780487804879,0.8095238095238095,0.9019138755980861
sonar,classification,30,,,0.8048780487804879,0.8095238095238095,0.8684210526315789
sonar,classification,31,,,0.7142857142857143,0.7,0.7840909090909091
sonar,classification,32,,,0.7857142857142857,0.8,0.8810068649885584
sonar,classification,33,,,0.8292682926829268,0.8571428571428571,0.9114832535885167
sonar,classification,34,,,0.8292682926829268,0.851063829787234,0.9425837320574163
sonar,classification,35,,,0.6585365853658537,0.6956521739130435,0.7177033492822967
sonar,classification,36,,,0.8095238095238095,0.8095238095238095,0.8500000000000001
sonar,classification,37,,,0.7619047619047619,0.8,0.8649885583524028
sonar,classification,38,,,0.8048780487804879,0.8333333333333334,0.8708133971291866
sonar,classification,39,,,0.7560975609756098,0.7727272727272727,0.8492822966507176
sonar,classification,40,,,0.8292682926829268,0.851063829787234,0.8516746411483254
sonar,classification,41,,,0.6904761904761905,0.6829268292682927,0.7931818181818182
sonar,classification,42,,,0.7857142857142857,0.7906976744186046,0.8535469107551488
sonar,classification,43,,,0.8292682926829268,0.851063829787234,0.9401913875598087
sonar,classification,44,,,0.7560975609756098,0.8,0.8875598086124402
sonar,classification,45,,,0.8048780487804879,0.8181818181818182,0.8779904306220095
sonar,classification,46,,,0.6904761904761905,0.7111111111111111,0.7545454545454546
sonar,classification,47,,,0.7380952380952381,0.7659574468085106,0.8627002288329519
sonar,classification,48,,,0.7804878048780488,0.7906976744186046,0.8684210526315789
sonar,classification,49,,,0.8048780487804879,0.8260869565217391,0.8827751196172249
sonar,classification,50,,,0.7317073170731707,0.7317073170731707,0.8660287081339713
